1757,1756
61,206
26229,17147
3582,4526
1,29432
11176,278
23632,7930
23632,5164
10101,27436
6153,26177
23632,1864
22164,7133
22240,12122
8417,7133
8517,27436
481,27436
1555,14096
5568,26385
22240,11022
46,14096
74,29165
12010,4526
3464,4526
580,438
8625,14096
7223,4163
12117,27436
23632,977
21289,9637
3820,14096
23632,21141
20799,4526
7223,17888
2278,29165
22240,9864
18949,27436
1936,29165
1,18769
902,171
22240,16415
1936,27436
7223,12987
7223,24158
19460,17042
6153,11338
1069,27436
5033,14096
22240,20513
1555,26427
2590,22639
5306,17042
2278,27436
318,17042
7223,967
9221,4526
18949,29165
61,17028
2211,14096
7223,22746
7461,27436
24686,28863
18100,27563
7044,8688
7537,7133
16021,26427
12155,7133
23632,14089
3304,8688
2211,26427
22240,3089
6922,23689
21289,6444
61,15687
21289,2622
7223,940
177,683
3172,14096
1976,171
5568,17758
61,5423
114,22876
7810,7133
17574,3127
10911,3127
8003,27436
61,10603
16021,14096
8517,29165
11007,17246
8799,17804
2590,12345
61,10466
9718,8688
26229,23141
17425,18009
8,21742
12117,29165
10911,15925
22240,11186
19460,25585
7223,1573
24161,77
7733,683
10101,29165
9,12957
1757,25300
29090,20697
7823,6127
11176,20064
1757,20861
5864,15426
1757,5463
23632,24214
1915,27436
1,27953
1676,29165
22615,25970
12,171
22240,10540
9209,19907
11007,8232
9060,20697
17425,8688
29627,12156
318,9292
8625,26427
20222,7651
8169,683
170,14096
87,17042
18100,683
6035,23108
6216,2260
13958,171
6201,12278
12010,7126
21854,7453
14670,811
45,6638
61,819
7388,26427
26229,16776
8649,171
4133,19562
114,583
2391,7453
28,10743
61,17165
24161,18100
3464,7126
24161,177
12839,17284
90,29623
24161,382
6011,4781
15352,23023
6035,19103
725,683
1069,29165
114,530
1042,10121
5237,2224
15215,9306
9718,530
25855,2898
18100,1379
274,17042
9718,583
45,7063
25959,9100
27921,22926
6035,22876
17425,11428
5127,6289
6216,12248
2391,12169
24375,22639
887,10367
10796,8494
9718,22876
222,8688
6810,26976
114,19103
1042,110
6828,139
25959,19103
2736,2879
61,7892
20851,8436
27921,7788
11999,26331
24537,2260
13726,17042
8121,12705
15389,13653
8,382
25115,171
8,8335
2391,20299
17574,6127
4092,3935
26229,7428
4845,23119
17156,3963
25959,8688
11398,29585
21231,29165
2425,5785
6725,2224
5408,26427
6562,12674
22917,22335
22240,12786
736,8688
22917,21057
3172,26427
23632,3777
1,28483
25621,11035
4093,3935
12825,13214
4582,9483
29463,5775
18100,3520
262,19562
481,29165
114,21899
941,19562
13958,22265
20269,7453
12095,29734
1772,10742
48,23878
6828,5657
1069,19067
1083,21747
24161,7620
849,13214
11852,10541
15100,20720
6952,19907
61,12292
12440,2260
35,7498
12825,6141
12670,17751
2499,21747
3304,22876
1,22946
21289,24817
20152,29022
14682,5891
9221,7133
20799,16448
77,683
10911,7733
201,18137
1,403
6828,176
21289,24292
4092,19567
17574,10911
4093,19567
12440,12248
20799,7126
2982,6457
1757,11127
580,1066
10928,3032
9718,19103
24015,1670
23315,22876
2211,23457
4845,276
8799,3897
28001,23863
1492,8829
7223,15171
5237,3628
63,7133
19460,9292
8,22
73,29475
12670,26733
22164,7126
12440,4488
28144,8760
2425,4669
8803,21323
27174,26732
6201,11035
53,29716
9221,7126
10760,909
6216,12723
10879,26427
1142,25294
77,7620
28001,25295
23632,14899
4705,23727
1,1061
88,21099
8417,7126
20487,28464
12825,14951
88,27501
24015,15493
5763,7498
617,17042
20085,12278
20,20697
6785,21842
25959,10367
18100,27378
8799,23916
6828,27563
63,7126
17027,22639
46,26427
20152,8927
5568,15037
21567,16071
24648,23366
17574,12784
580,635
18623,29022
20909,29213
10911,17284
10205,11682
24513,23341
27921,5785
27547,12169
5408,14096
26734,27501
5513,12944
6035,8688
114,23108
8523,4963
29281,48
10273,23878
7,3628
11919,8194
1150,28464
12780,26392
5405,12248
5586,12345
1686,5274
1305,22
5731,20235
10760,11430
24015,13381
6404,3963
58,27987
1305,12711
11007,14416
31,26202
2300,21747
10024,7063
12117,9433
6788,8010
20799,1438
3820,26427
21854,20452
9239,14971
12380,4231
22240,14684
24648,28313
7,42
20152,21239
8799,21223
1,26566
25621,29678
2171,12248
29936,22639
3098,19759
14827,5284
8701,22626
2679,16211
19367,13308
10905,8661
10911,12784
29627,28744
222,18009
33,5136
2300,7168
12825,13860
9717,12723
1358,11995
20046,10624
15521,8927
20030,24786
6828,4117
1150,15176
25621,5785
21567,5520
17000,15650
12825,16858
21231,27436
6810,19045
10024,19292
29090,26029
1,2146
25959,14310
12440,15005
9711,1135
27174,22565
19460,10031
580,4309
1672,17042
9718,23108
20487,15176
9718,11649
7223,8254
19460,16563
8701,9161
177,6638
3304,530
24375,12345
29251,7541
26622,28003
18398,7133
1676,27436
201,27299
24780,23506
13539,13367
481,2283
736,22876
3098,12694
28144,13623
22240,14057
16722,5785
5405,2260
11007,25280
8523,28572
6828,29808
27547,16338
10911,29662
11007,3127
23632,19774
111,15176
9056,5729
24161,8335
481,814
26235,19377
109,20639
12380,13308
26734,22289
111,12723
6828,12570
1545,21199
22994,13977
222,22876
2376,26386
61,4814
88,7453
114,24594
4705,19663
15966,1359
2471,27777
114,24694
26148,21776
2767,7168
7388,14096
13613,8186
24161,21742
274,28863
12646,7557
6035,25711
21122,22080
9209,7041
14155,13308
7,77
12825,19567
22240,25647
1790,22639
177,27563
7044,15161
3304,583
5568,14897
7537,7126
1757,24895
725,27563
24161,20746
3230,5094
6828,3517
13130,16932
23239,12759
7020,12784
11007,29022
3835,21422
22240,12067
2425,11035
26148,9864
19145,23465
8003,19067
3464,7133
72,19562
12825,6005
1287,16179
170,26427
28013,1460
19758,24435
5586,22639
7128,14096
1590,3911
4093,28313
12646,15100
10928,23341
15222,16211
2376,24906
6785,29915
4582,19567
24648,20449
4705,9991
7050,10395
8417,508
7617,24248
5306,16563
24161,9274
22164,26568
2767,886
7,28744
6828,6223
725,27378
10618,17915
7044,27265
8417,28114
5237,5884
14059,24589
14984,28277
465,9892
16232,3640
25621,17856
4456,6634
4092,28313
26069,19567
725,8335
25975,26784
20269,28313
6011,23506
2671,5184
3304,10367
22240,26752
177,1379
201,26583
3113,16229
9711,21776
10760,24858
4674,9755
26259,27318
5568,10095
5063,10120
8417,4492
27547,20299
23632,912
580,19939
10760,9478
13682,5924
25449,6997
25645,23691
45,4985
3304,18009
9711,9864
7,48
3304,14310
22994,28910
8417,3281
